NDVI,NDWI,MSI,VV_dB,VH_dB,VV_VH_ratio,growth_fraction,crop_label,stage_label,stress_label,deficit_pct
0.585,0.253,1.354,-19.38,-13.72,1.413,0.311,Pulses,Vegetative,Moderate Stress,36.8
0.12,0.302,1.234,-19.0,-13.84,1.373,1.0,Wheat,Harvest,Mild Stress,26.7
0.52,0.243,1.339,-19.59,-13.52,1.449,0.767,Pulses,Maturity,Moderate Stress,39.2
0.541,0.15,1.508,-19.74,-14.17,1.393,0.256,Pulses,Vegetative,Severe Stress,54.1
0.667,0.346,1.128,-18.9,-12.87,1.469,0.77,Maize,Maturity,Mild Stress,19.9
0.792,0.285,1.223,-19.01,-12.96,1.467,0.392,Wheat,Vegetative,Mild Stress,28.9
0.602,0.335,1.155,-19.08,-13.39,1.425,0.825,Rice,Maturity,Mild Stress,22.6
0.599,0.22,1.419,-19.47,-13.82,1.409,0.333,Pulses,Vegetative,Moderate Stress,42.8
0.603,0.411,1.05,-18.74,-12.85,1.458,0.2,Wheat,Vegetative,Healthy,9.9
0.488,0.283,1.253,-19.3,-13.39,1.441,0.869,Wheat,Maturity,Mild Stress,29.8
0.592,0.265,1.295,-19.31,-13.61,1.419,0.82,Maize,Maturity,Moderate Stress,32.6
0.485,0.215,1.399,-19.39,-13.94,1.391,0.8,Pulses,Maturity,Moderate Stress,42.1
0.82,0.329,1.18,-19.03,-13.02,1.462,0.61,Maize,Heading/Flowering,Mild Stress,24.1
0.525,0.462,0.949,-18.32,-12.86,1.425,0.133,Rice,Vegetative,Healthy,1.4
0.879,0.239,1.356,-19.66,-13.0,1.512,0.483,Rice,Heading/Flowering,Moderate Stress,39.6
0.353,0.127,1.569,-19.93,-14.39,1.385,0.1,Pulses,Vegetative,Severe Stress,58.3
0.395,0.372,1.06,-18.59,-13.23,1.405,0.085,Wheat,Vegetative,Healthy,13.9
0.202,0.323,1.168,-19.12,-13.73,1.393,0.022,Pulses,Sowing,Mild Stress,22.3
0.693,0.266,1.256,-19.31,-13.09,1.475,0.75,Maize,Maturity,Moderate Stress,31.8
0.768,0.165,1.494,-19.86,-13.51,1.47,0.32,Maize,Vegetative,Severe Stress,51.6
0.585,0.301,1.236,-19.36,-13.32,1.453,0.689,Pulses,Heading/Flowering,Mild Stress,28.7
0.716,0.235,1.363,-19.63,-13.35,1.47,0.292,Wheat,Vegetative,Moderate Stress,40.0
0.321,0.272,1.249,-19.19,-13.99,1.372,0.946,Wheat,Harvest,Moderate Stress,30.8
0.8,0.195,1.443,-19.47,-13.2,1.475,0.675,Rice,Heading/Flowering,Severe Stress,45.2
0.491,0.356,1.108,-18.92,-13.1,1.444,0.883,Rice,Maturity,Mild Stress,15.7
0.12,0.311,1.202,-19.13,-13.9,1.376,1.0,Maize,Harvest,Mild Stress,23.7
0.85,0.294,1.212,-19.25,-13.06,1.474,0.51,Maize,Heading/Flowering,Mild Stress,27.0
0.879,0.253,1.335,-19.51,-13.17,1.481,0.517,Rice,Heading/Flowering,Moderate Stress,36.9
0.727,0.262,1.319,-19.54,-13.14,1.487,0.258,Rice,Vegetative,Moderate Stress,35.9
0.418,0.452,0.955,-18.22,-12.83,1.42,0.856,Pulses,Maturity,Healthy,1.9
0.602,0.222,1.33,-19.61,-13.72,1.429,0.825,Rice,Maturity,Moderate Stress,38.5
0.297,0.182,1.447,-19.82,-14.23,1.393,0.933,Pulses,Harvest,Severe Stress,48.4
0.825,0.17,1.507,-19.81,-13.68,1.448,0.4,Maize,Vegetative,Severe Stress,51.3
0.88,0.358,1.147,-18.93,-12.55,1.508,0.508,Rice,Heading/Flowering,Mild Stress,20.2
0.82,0.251,1.35,-19.6,-13.26,1.478,0.5,Wheat,Heading/Flowering,Moderate Stress,37.7
0.814,0.121,1.534,-19.9,-13.71,1.451,0.342,Rice,Vegetative,Severe Stress,55.6
0.839,0.108,1.574,-20.21,-13.44,1.504,0.375,Rice,Vegetative,Severe Stress,58.3
0.632,0.359,1.113,-18.91,-13.07,1.447,0.4,Pulses,Vegetative,Mild Stress,15.8
0.541,0.183,1.438,-19.7,-13.64,1.444,0.858,Rice,Maturity,Severe Stress,46.2
0.396,0.26,1.275,-19.44,-13.63,1.426,0.92,Maize,Harvest,Moderate Stress,32.6
0.525,0.211,1.395,-19.79,-13.62,1.453,0.133,Rice,Vegetative,Moderate Stress,43.5
0.827,0.166,1.43,-19.56,-13.44,1.455,0.642,Rice,Heading/Flowering,Severe Stress,47.4
0.648,0.372,1.083,-18.66,-12.77,1.461,0.533,Pulses,Heading/Flowering,Healthy,14.7
0.52,0.337,1.133,-18.89,-13.16,1.435,0.767,Pulses,Maturity,Mild Stress,20.5
0.674,0.174,1.463,-19.71,-13.79,1.429,0.746,Wheat,Maturity,Severe Stress,48.8
0.525,0.136,1.555,-20.1,-14.19,1.416,0.867,Rice,Maturity,Severe Stress,56.0
0.786,0.264,1.315,-19.24,-13.32,1.444,0.66,Maize,Heading/Flowering,Moderate Stress,34.0
0.353,0.11,1.564,-19.92,-14.21,1.402,0.9,Pulses,Maturity,Severe Stress,58.9
0.646,0.432,0.982,-18.49,-12.89,1.434,0.456,Pulses,Heading/Flowering,Healthy,7.2
0.395,0.159,1.46,-19.83,-14.21,1.395,0.085,Wheat,Vegetative,Severe Stress,50.8
0.575,0.195,1.43,-19.87,-13.72,1.448,0.17,Maize,Vegetative,Severe Stress,47.0
0.327,0.155,1.512,-19.84,-14.41,1.377,0.05,Rice,Sowing,Severe Stress,53.5
0.623,0.21,1.418,-19.64,-13.67,1.437,0.8,Maize,Maturity,Moderate Stress,43.2
0.807,0.262,1.304,-19.31,-13.08,1.476,0.667,Rice,Heading/Flowering,Moderate Stress,36.2
0.759,0.419,1.049,-18.5,-12.75,1.451,0.31,Maize,Vegetative,Healthy,9.1
0.617,0.181,1.461,-19.8,-13.65,1.451,0.183,Rice,Vegetative,Severe Stress,48.3
0.744,0.433,0.973,-18.63,-12.56,1.483,0.323,Wheat,Vegetative,Healthy,5.5
0.807,0.435,0.997,-18.47,-12.6,1.466,0.63,Maize,Heading/Flowering,Healthy,7.5
0.88,0.259,1.343,-19.26,-13.05,1.476,0.492,Rice,Heading/Flowering,Moderate Stress,36.6
0.522,0.466,0.905,-18.2,-12.84,1.417,0.14,Maize,Vegetative,Healthy,0.2
0.612,0.374,1.041,-18.52,-12.88,1.438,0.644,Pulses,Heading/Flowering,Healthy,12.8
0.617,0.417,1.004,-18.51,-13.02,1.422,0.633,Pulses,Heading/Flowering,Healthy,9.0
0.229,0.269,1.277,-19.38,-13.89,1.395,0.033,Pulses,Sowing,Moderate Stress,32.5
0.623,0.185,1.455,-19.83,-13.7,1.447,0.622,Pulses,Heading/Flowering,Severe Stress,47.4
0.56,0.232,1.347,-19.24,-13.47,1.428,0.722,Pulses,Maturity,Moderate Stress,36.9
0.608,0.201,1.382,-19.68,-13.66,1.441,0.19,Maize,Vegetative,Moderate Stress,42.2
0.531,0.183,1.444,-19.67,-13.96,1.409,0.244,Pulses,Vegetative,Severe Stress,47.3
0.632,0.375,1.11,-18.71,-12.93,1.447,0.4,Pulses,Vegetative,Healthy,14.9
0.253,0.23,1.38,-19.43,-14.15,1.373,0.044,Pulses,Sowing,Moderate Stress,41.2
0.443,0.196,1.392,-19.53,-13.99,1.396,0.892,Wheat,Maturity,Moderate Stress,42.8
0.85,0.472,0.93,-18.46,-12.32,1.498,0.49,Maize,Heading/Flowering,Healthy,1.2
0.402,0.317,1.207,-19.11,-13.5,1.416,0.133,Pulses,Vegetative,Mild Stress,26.2
0.814,0.414,1.012,-18.4,-12.68,1.451,0.62,Maize,Heading/Flowering,Healthy,9.5
0.435,0.445,0.927,-18.4,-12.81,1.436,0.908,Rice,Maturity,Healthy,2.2
0.454,0.216,1.369,-19.65,-13.75,1.429,0.1,Rice,Vegetative,Moderate Stress,42.4
0.82,0.432,0.965,-18.27,-12.37,1.477,0.5,Wheat,Heading/Flowering,Healthy,4.8
0.608,0.153,1.471,-20.02,-13.94,1.436,0.19,Maize,Vegetative,Severe Stress,51.5
0.871,0.362,1.129,-19.03,-12.84,1.482,0.442,Rice,Vegetative,Mild Stress,18.7
0.443,0.257,1.304,-19.38,-13.82,1.402,0.108,Wheat,Vegetative,Moderate Stress,34.4
0.784,0.282,1.278,-19.31,-13.12,1.472,0.308,Rice,Vegetative,Moderate Stress,32.9
0.248,0.178,1.482,-19.8,-14.18,1.396,0.025,Rice,Sowing,Severe Stress,48.5
0.603,0.378,1.119,-18.82,-13.23,1.423,0.2,Wheat,Vegetative,Mild Stress,16.1
0.497,0.197,1.403,-19.64,-14.01,1.402,0.789,Pulses,Maturity,Severe Stress,45.7
0.737,0.17,1.429,-19.64,-13.48,1.457,0.267,Rice,Vegetative,Severe Stress,47.2
0.786,0.164,1.45,-19.56,-13.5,1.449,0.66,Maize,Heading/Flowering,Severe Stress,48.8
0.485,0.405,1.045,-18.66,-13.2,1.414,0.2,Pulses,Vegetative,Healthy,10.0
0.395,0.243,1.332,-19.23,-13.78,1.396,0.925,Rice,Harvest,Moderate Stress,36.5
0.612,0.31,1.214,-18.96,-13.09,1.448,0.356,Pulses,Vegetative,Mild Stress,27.3
0.792,0.232,1.338,-19.3,-13.19,1.463,0.683,Rice,Heading/Flowering,Moderate Stress,36.4
0.179,0.376,1.14,-18.7,-13.66,1.369,0.008,Rice,Sowing,Mild Stress,17.2
0.497,0.279,1.307,-19.21,-13.62,1.41,0.789,Pulses,Maturity,Moderate Stress,32.5
0.85,0.254,1.308,-19.28,-13.19,1.462,0.5,Maize,Heading/Flowering,Moderate Stress,36.3
0.768,0.118,1.568,-19.86,-13.72,1.448,0.68,Maize,Heading/Flowering,Severe Stress,56.2
0.525,0.44,0.97,-18.19,-12.71,1.431,0.867,Rice,Maturity,Healthy,2.2
0.54,0.251,1.305,-19.19,-13.41,1.431,0.15,Maize,Vegetative,Moderate Stress,36.3
0.291,0.342,1.11,-18.89,-13.44,1.406,0.04,Maize,Sowing,Mild Stress,18.9
0.335,0.189,1.407,-19.7,-14.24,1.383,0.911,Pulses,Maturity,Severe Stress,45.0
0.775,0.181,1.428,-19.88,-13.29,1.496,0.7,Rice,Maturity,Severe Stress,47.6
0.276,0.321,1.191,-19.28,-13.66,1.411,0.967,Rice,Harvest,Mild Stress,26.3
0.648,0.135,1.524,-19.69,-13.88,1.419,0.533,Pulses,Heading/Flowering,Severe Stress,52.9
0.819,0.126,1.558,-20.08,-13.46,1.492,0.485,Wheat,Heading/Flowering,Severe Stress,56.9
0.849,0.459,0.98,-18.41,-12.22,1.507,0.48,Maize,Heading/Flowering,Healthy,3.2
0.37,0.244,1.325,-19.38,-13.73,1.412,0.111,Pulses,Vegetative,Moderate Stress,35.9
0.297,0.132,1.526,-19.78,-14.56,1.359,0.067,Pulses,Sowing,Severe Stress,56.0
0.838,0.408,1.039,-18.51,-12.72,1.455,0.43,Maize,Vegetative,Healthy,11.6
0.716,0.207,1.43,-19.48,-13.68,1.424,0.292,Wheat,Vegetative,Moderate Stress,44.7
0.8,0.264,1.264,-19.19,-13.11,1.464,0.675,Rice,Heading/Flowering,Moderate Stress,31.3
0.65,0.237,1.323,-19.48,-13.33,1.461,0.5,Pulses,Heading/Flowering,Moderate Stress,37.3
0.488,0.195,1.436,-19.47,-14.06,1.385,0.869,Wheat,Maturity,Severe Stress,45.5
0.731,0.14,1.529,-19.79,-13.67,1.448,0.308,Wheat,Vegetative,Severe Stress,56.0
0.335,0.37,1.117,-18.67,-13.34,1.4,0.911,Pulses,Maturity,Mild Stress,16.0
0.655,0.379,1.088,-18.65,-13.04,1.43,0.762,Wheat,Maturity,Mild Stress,16.5
0.692,0.381,1.073,-18.78,-12.88,1.458,0.269,Wheat,Vegetative,Healthy,11.7
0.875,0.255,1.297,-19.2,-12.95,1.483,0.458,Rice,Heading/Flowering,Moderate Stress,32.8
0.488,0.419,1.055,-18.77,-13.21,1.421,0.131,Wheat,Vegetative,Healthy,9.8
0.811,0.292,1.216,-19.27,-13.14,1.467,0.438,Wheat,Vegetative,Mild Stress,28.1
0.446,0.427,0.953,-18.45,-13.1,1.408,0.167,Pulses,Vegetative,Healthy,4.8
0.82,0.135,1.553,-20.16,-13.81,1.46,0.61,Maize,Heading/Flowering,Severe Stress,57.3
0.608,0.216,1.359,-19.36,-13.42,1.443,0.81,Maize,Maturity,Moderate Stress,39.9
0.667,0.189,1.456,-19.8,-13.53,1.463,0.77,Maize,Maturity,Severe Stress,46.7
0.585,0.36,1.105,-18.71,-13.15,1.423,0.689,Pulses,Heading/Flowering,Mild Stress,16.3
0.316,0.111,1.571,-19.91,-14.28,1.394,0.078,Pulses,Sowing,Severe Stress,57.1
0.716,0.264,1.273,-19.37,-13.12,1.476,0.292,Wheat,Vegetative,Moderate Stress,33.3
0.88,0.139,1.504,-19.93,-13.54,1.472,0.5,Rice,Heading/Flowering,Severe Stress,54.3
0.848,0.211,1.396,-19.51,-13.33,1.464,0.53,Maize,Heading/Flowering,Moderate Stress,44.6
0.819,0.401,1.013,-18.51,-12.54,1.476,0.485,Wheat,Heading/Flowering,Healthy,9.7
0.783,0.145,1.559,-19.86,-13.68,1.452,0.623,Wheat,Heading/Flowering,Severe Stress,55.6
0.509,0.304,1.177,-19.22,-13.58,1.415,0.222,Pulses,Vegetative,Mild Stress,24.9
0.558,0.353,1.11,-18.66,-13.06,1.429,0.16,Maize,Vegetative,Mild Stress,18.5
0.432,0.399,1.069,-18.75,-13.04,1.438,0.844,Pulses,Maturity,Healthy,12.8
0.814,0.177,1.48,-19.6,-13.59,1.442,0.658,Rice,Heading/Flowering,Severe Stress,48.3
0.387,0.429,1.002,-18.35,-13.05,1.406,0.122,Pulses,Vegetative,Healthy,6.0
0.862,0.326,1.195,-19.17,-12.83,1.494,0.583,Rice,Heading/Flowering,Mild Stress,25.7
0.351,0.45,0.933,-18.36,-13.18,1.393,0.058,Rice,Sowing,Healthy,0.1
0.502,0.213,1.379,-19.71,-13.66,1.443,0.87,Maize,Maturity,Moderate Stress,41.1
0.395,0.419,1.02,-18.48,-13.37,1.382,0.085,Wheat,Vegetative,Healthy,9.9
0.395,0.239,1.353,-19.33,-13.89,1.392,0.085,Wheat,Vegetative,Moderate Stress,36.9
0.303,0.339,1.205,-18.92,-13.51,1.4,0.958,Rice,Harvest,Mild Stress,23.5
0.638,0.162,1.486,-19.83,-13.84,1.433,0.79,Maize,Maturity,Severe Stress,50.2
0.395,0.294,1.249,-19.08,-13.76,1.387,0.075,Rice,Sowing,Mild Stress,27.7
0.204,0.239,1.317,-19.36,-14.1,1.373,0.985,Wheat,Harvest,Moderate Stress,36.4
0.522,0.399,1.018,-18.55,-13.05,1.421,0.86,Maize,Maturity,Healthy,9.8
0.814,0.222,1.368,-19.44,-13.19,1.474,0.38,Maize,Vegetative,Moderate Stress,39.2
0.557,0.1,1.578,-20.17,-13.95,1.446,0.85,Rice,Maturity,Severe Stress,59.1
0.88,0.42,1.03,-18.56,-12.55,1.479,0.5,Rice,Heading/Flowering,Healthy,8.9
0.716,0.412,0.986,-18.47,-12.87,1.435,0.292,Wheat,Vegetative,Healthy,6.5
0.811,0.189,1.438,-19.88,-13.51,1.472,0.562,Wheat,Heading/Flowering,Severe Stress,46.2
0.623,0.323,1.185,-19.16,-13.29,1.442,0.622,Pulses,Heading/Flowering,Mild Stress,24.6
0.419,0.388,1.084,-18.64,-13.18,1.414,0.91,Maize,Maturity,Healthy,12.6
0.865,0.383,1.027,-18.67,-12.61,1.481,0.425,Rice,Vegetative,Healthy,11.5
0.85,0.402,1.036,-18.45,-12.68,1.455,0.5,Maize,Heading/Flowering,Healthy,11.2
0.65,0.158,1.472,-20.03,-13.91,1.44,0.5,Pulses,Heading/Flowering,Severe Stress,51.8
0.276,0.354,1.148,-19.04,-13.61,1.399,0.944,Pulses,Harvest,Mild Stress,18.9
0.179,0.157,1.5,-19.76,-14.44,1.368,0.008,Rice,Sowing,Severe Stress,52.2
0.279,0.139,1.481,-19.81,-14.53,1.363,0.962,Wheat,Harvest,Severe Stress,52.5
0.727,0.292,1.244,-19.24,-13.06,1.473,0.258,Rice,Vegetative,Moderate Stress,30.8
0.682,0.397,1.037,-18.81,-12.89,1.459,0.775,Rice,Maturity,Healthy,10.8
0.396,0.344,1.171,-18.86,-13.49,1.398,0.92,Maize,Harvest,Mild Stress,20.6
0.301,0.186,1.438,-19.87,-14.3,1.39,0.954,Wheat,Harvest,Severe Stress,46.3
0.827,0.21,1.388,-19.57,-13.28,1.474,0.358,Rice,Vegetative,Moderate Stress,40.8
0.768,0.326,1.178,-19.06,-13.11,1.454,0.68,Maize,Heading/Flowering,Mild Stress,23.4
0.877,0.188,1.456,-19.51,-13.17,1.481,0.467,Rice,Heading/Flowering,Severe Stress,46.2
0.759,0.119,1.571,-20.11,-13.62,1.477,0.69,Maize,Heading/Flowering,Severe Stress,59.8
0.591,0.26,1.302,-19.32,-13.63,1.417,0.808,Wheat,Maturity,Moderate Stress,35.4
0.599,0.137,1.538,-20.06,-13.99,1.434,0.667,Pulses,Heading/Flowering,Severe Stress,54.8
0.68,0.372,1.095,-18.56,-12.91,1.438,0.76,Maize,Maturity,Healthy,13.4
0.815,0.221,1.384,-19.64,-13.19,1.489,0.454,Wheat,Heading/Flowering,Moderate Stress,40.1
0.815,0.446,0.976,-18.17,-12.37,1.469,0.454,Wheat,Heading/Flowering,Healthy,2.4
0.171,0.309,1.199,-19.02,-13.97,1.361,0.011,Pulses,Sowing,Mild Stress,25.8
0.759,0.176,1.444,-19.91,-13.56,1.468,0.69,Maize,Heading/Flowering,Severe Stress,48.9
0.185,0.242,1.346,-19.44,-14.27,1.362,0.99,Maize,Harvest,Moderate Stress,36.0
0.865,0.232,1.383,-19.6,-13.27,1.477,0.575,Rice,Heading/Flowering,Moderate Stress,39.7
0.179,0.117,1.589,-20.27,-14.65,1.384,0.992,Rice,Harvest,Severe Stress,59.4
0.216,0.228,1.388,-19.59,-14.12,1.387,0.017,Rice,Sowing,Moderate Stress,41.1
0.229,0.443,0.981,-18.61,-13.41,1.388,0.033,Pulses,Sowing,Healthy,6.0
0.766,0.368,1.099,-18.89,-12.83,1.472,0.708,Rice,Maturity,Mild Stress,17.5
0.577,0.21,1.401,-19.8,-13.68,1.447,0.3,Pulses,Vegetative,Moderate Stress,43.7
0.825,0.115,1.607,-20.2,-13.69,1.476,0.4,Maize,Vegetative,Severe Stress,59.9
0.731,0.162,1.492,-19.88,-13.74,1.447,0.308,Wheat,Vegetative,Severe Stress,52.4
0.395,0.199,1.459,-19.79,-14.0,1.414,0.075,Rice,Sowing,Severe Stress,46.7
0.508,0.194,1.406,-19.73,-13.86,1.424,0.125,Rice,Vegetative,Severe Stress,45.9
0.551,0.425,0.996,-18.62,-12.84,1.45,0.733,Pulses,Maturity,Healthy,7.3
0.716,0.172,1.438,-19.74,-13.42,1.471,0.708,Wheat,Maturity,Severe Stress,47.3
0.862,0.119,1.544,-19.91,-13.72,1.451,0.583,Rice,Heading/Flowering,Severe Stress,56.7
0.488,0.396,1.017,-18.39,-12.97,1.418,0.131,Wheat,Vegetative,Healthy,9.7
0.879,0.097,1.563,-19.9,-13.55,1.469,0.517,Rice,Heading/Flowering,Severe Stress,59.5
0.85,0.173,1.471,-19.87,-13.3,1.494,0.5,Maize,Heading/Flowering,Severe Stress,47.6
0.585,0.401,1.06,-18.49,-13.1,1.411,0.311,Pulses,Vegetative,Healthy,10.1
0.815,0.159,1.452,-19.9,-13.61,1.462,0.454,Wheat,Heading/Flowering,Severe Stress,50.1
0.644,0.338,1.142,-19.01,-13.14,1.447,0.556,Pulses,Heading/Flowering,Mild Stress,19.3
0.443,0.392,1.065,-18.61,-13.3,1.399,0.892,Wheat,Maturity,Healthy,11.3
0.558,0.338,1.146,-18.93,-13.32,1.421,0.84,Maize,Maturity,Mild Stress,20.3
0.825,0.427,0.997,-18.4,-12.65,1.455,0.6,Maize,Heading/Flowering,Healthy,5.1
0.692,0.288,1.253,-19.33,-13.37,1.446,0.269,Wheat,Vegetative,Mild Stress,28.4
0.558,0.245,1.344,-19.28,-13.4,1.439,0.16,Maize,Vegetative,Moderate Stress,37.5
0.768,0.347,1.138,-18.94,-12.8,1.48,0.32,Maize,Vegetative,Mild Stress,18.7
0.459,0.136,1.559,-19.93,-14.19,1.405,0.115,Wheat,Vegetative,Severe Stress,56.3
0.85,0.095,1.579,-20.28,-13.74,1.476,0.49,Maize,Heading/Flowering,Severe Stress,60.0
0.7,0.442,0.967,-18.29,-12.61,1.45,0.723,Wheat,Maturity,Healthy,4.5
0.321,0.114,1.574,-20.13,-14.6,1.379,0.054,Wheat,Sowing,Severe Stress,58.9
0.12,0.277,1.253,-19.43,-14.12,1.376,1.0,Rice,Harvest,Moderate Stress,31.5
0.591,0.102,1.586,-20.04,-14.16,1.415,0.192,Wheat,Vegetative,Severe Stress,58.5
0.774,0.248,1.291,-19.47,-13.18,1.477,0.362,Wheat,Vegetative,Moderate Stress,34.6
0.815,0.362,1.106,-19.0,-12.98,1.464,0.546,Wheat,Heading/Flowering,Mild Stress,18.7
0.799,0.129,1.515,-20.02,-13.65,1.467,0.592,Wheat,Heading/Flowering,Severe Stress,54.4
0.297,0.346,1.128,-18.98,-13.56,1.4,0.067,Pulses,Sowing,Mild Stress,18.7
0.793,0.202,1.402,-19.79,-13.19,1.5,0.35,Maize,Vegetative,Moderate Stress,44.5
0.624,0.142,1.521,-19.92,-13.75,1.449,0.215,Wheat,Vegetative,Severe Stress,53.5
0.509,0.428,0.972,-18.54,-13.05,1.421,0.778,Pulses,Maturity,Healthy,6.4
0.435,0.356,1.121,-19.07,-13.29,1.435,0.092,Rice,Vegetative,Mild Stress,20.0
0.279,0.289,1.253,-18.96,-13.88,1.366,0.038,Wheat,Sowing,Mild Stress,28.2
0.871,0.449,0.95,-18.33,-12.2,1.502,0.442,Rice,Vegetative,Healthy,0.3
0.877,0.26,1.301,-19.38,-12.93,1.499,0.533,Rice,Heading/Flowering,Moderate Stress,32.9
0.56,0.161,1.455,-19.75,-13.98,1.413,0.278,Pulses,Vegetative,Severe Stress,49.5
0.446,0.354,1.09,-18.92,-13.14,1.44,0.833,Pulses,Maturity,Mild Stress,17.3
0.555,0.363,1.102,-18.9,-13.07,1.446,0.831,Wheat,Maturity,Mild Stress,15.3
0.603,0.242,1.324,-19.5,-13.66,1.428,0.8,Wheat,Maturity,Moderate Stress,35.4
0.508,0.225,1.355,-19.59,-13.73,1.427,0.875,Rice,Maturity,Moderate Stress,38.4
0.694,0.46,0.946,-18.33,-12.53,1.463,0.767,Rice,Maturity,Healthy,2.4
0.624,0.416,1.017,-18.6,-12.77,1.457,0.785,Wheat,Maturity,Healthy,8.0
0.803,0.204,1.395,-19.52,-13.29,1.469,0.415,Wheat,Vegetative,Moderate Stress,43.0
0.744,0.399,1.039,-18.81,-12.77,1.473,0.677,Wheat,Heading/Flowering,Healthy,12.4
0.692,0.35,1.138,-18.8,-12.82,1.466,0.731,Wheat,Maturity,Mild Stress,19.5
0.838,0.223,1.35,-19.68,-13.33,1.476,0.57,Maize,Heading/Flowering,Moderate Stress,39.8
0.65,0.398,1.06,-18.47,-12.87,1.435,0.511,Pulses,Heading/Flowering,Healthy,11.3
0.878,0.289,1.227,-19.3,-12.95,1.49,0.525,Rice,Heading/Flowering,Mild Stress,29.3
0.516,0.304,1.208,-19.17,-13.51,1.419,0.854,Wheat,Maturity,Mild Stress,27.8
0.411,0.266,1.274,-19.38,-13.55,1.43,0.908,Wheat,Maturity,Moderate Stress,31.5
0.608,0.367,1.116,-18.71,-13.04,1.435,0.19,Maize,Vegetative,Mild Stress,17.0
0.531,0.436,0.963,-18.56,-12.84,1.445,0.756,Pulses,Maturity,Healthy,3.9
0.879,0.378,1.034,-18.85,-12.41,1.519,0.483,Rice,Heading/Flowering,Healthy,12.1
0.627,0.396,1.048,-18.69,-13.07,1.43,0.389,Pulses,Vegetative,Healthy,9.6
0.818,0.244,1.336,-19.61,-13.32,1.472,0.469,Wheat,Heading/Flowering,Moderate Stress,38.7
0.508,0.372,1.088,-18.82,-13.08,1.439,0.125,Rice,Vegetative,Mild Stress,16.1
0.816,0.168,1.472,-19.86,-13.67,1.453,0.538,Wheat,Heading/Flowering,Severe Stress,51.7
0.229,0.429,0.955,-18.49,-13.32,1.388,0.033,Pulses,Sowing,Healthy,3.8
0.777,0.182,1.458,-19.78,-13.32,1.485,0.33,Maize,Vegetative,Severe Stress,48.6
0.8,0.286,1.272,-19.17,-12.9,1.486,0.675,Rice,Heading/Flowering,Mild Stress,29.8
0.768,0.177,1.449,-19.72,-13.48,1.463,0.646,Wheat,Heading/Flowering,Severe Stress,46.1
0.185,0.304,1.254,-19.26,-13.82,1.394,0.01,Maize,Sowing,Mild Stress,28.9
0.617,0.205,1.408,-19.75,-13.46,1.467,0.367,Pulses,Vegetative,Moderate Stress,41.8
0.253,0.176,1.456,-19.81,-14.31,1.384,0.956,Pulses,Harvest,Severe Stress,50.5
0.665,0.29,1.246,-19.23,-13.36,1.439,0.754,Wheat,Maturity,Mild Stress,28.3
0.751,0.35,1.152,-18.82,-12.81,1.469,0.669,Wheat,Heading/Flowering,Mild Stress,21.4
0.599,0.32,1.231,-19.08,-13.24,1.441,0.333,Pulses,Vegetative,Mild Stress,25.8
0.7,0.392,1.102,-18.71,-12.79,1.463,0.277,Wheat,Vegetative,Healthy,13.9
0.52,0.12,1.571,-20.28,-14.0,1.449,0.767,Pulses,Maturity,Severe Stress,59.8
0.485,0.383,1.089,-18.61,-13.06,1.425,0.2,Pulses,Vegetative,Healthy,13.2
0.82,0.447,0.92,-18.3,-12.34,1.483,0.508,Wheat,Heading/Flowering,Healthy,0.7
0.575,0.256,1.305,-19.43,-13.58,1.431,0.83,Maize,Maturity,Moderate Stress,35.3
0.759,0.245,1.346,-19.31,-13.16,1.467,0.31,Maize,Vegetative,Moderate Stress,36.7
0.327,0.283,1.216,-18.99,-13.87,1.369,0.05,Rice,Sowing,Mild Stress,28.6
0.256,0.185,1.484,-19.94,-14.19,1.405,0.969,Wheat,Harvest,Severe Stress,49.0
0.502,0.422,0.978,-18.42,-12.86,1.432,0.13,Maize,Vegetative,Healthy,5.3
0.185,0.299,1.217,-19.15,-13.93,1.375,0.01,Maize,Sowing,Mild Stress,25.6
0.485,0.218,1.382,-19.74,-13.95,1.415,0.8,Pulses,Maturity,Moderate Stress,41.8
0.815,0.388,1.074,-18.71,-12.53,1.493,0.546,Wheat,Heading/Flowering,Healthy,11.6
0.768,0.402,1.077,-18.75,-12.77,1.468,0.354,Wheat,Vegetative,Healthy,11.8
0.335,0.218,1.37,-19.53,-13.91,1.404,0.089,Pulses,Vegetative,Moderate Stress,39.7
0.799,0.339,1.148,-18.91,-12.93,1.462,0.408,Wheat,Vegetative,Mild Stress,22.0
0.509,0.215,1.385,-19.69,-13.77,1.43,0.222,Pulses,Vegetative,Moderate Stress,41.3
0.171,0.411,1.047,-18.69,-13.68,1.366,0.011,Pulses,Sowing,Healthy,10.3
0.432,0.448,0.997,-18.52,-13.19,1.404,0.156,Pulses,Vegetative,Healthy,5.1
0.432,0.303,1.2,-18.95,-13.49,1.405,0.156,Pulses,Vegetative,Mild Stress,26.1
0.834,0.403,1.028,-18.59,-12.58,1.478,0.58,Maize,Heading/Flowering,Healthy,9.4
0.879,0.324,1.207,-18.96,-13.0,1.458,0.483,Rice,Heading/Flowering,Mild Stress,25.5
0.83,0.385,1.083,-18.96,-12.86,1.474,0.41,Maize,Vegetative,Mild Stress,15.6
0.792,0.309,1.193,-19.2,-12.96,1.481,0.392,Wheat,Vegetative,Mild Stress,24.3
0.645,0.167,1.454,-19.66,-13.8,1.425,0.231,Wheat,Vegetative,Severe Stress,47.8
